"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23"
"1",-0.0708924048868005,-0.0671995322962397,-0.0557501350946621,-0.0402272961601044,-0.0264277550651206,-0.0224673373895015,-0.018012354959083,-0.0153764054796291,-0.0124325277463263,-0.00924382008261815,-0.00491450062958041,-0.00134229258117445,0.00307937048776924,0.00523426754248449,0.0100657842915766,0.0142033059863666,0.0181299446416087,0.0230291956455269,0.0276527389995891,0.0375120310496878,0.0565594025208951,0.0606689306683124,0.0670171004185815
"2",-0.0758275126289812,-0.0719928158758667,-0.0598362231902395,-0.0434383826253088,-0.0289495746863032,-0.0240158081796276,-0.0193128252357215,-0.0160025491688312,-0.013230443050044,-0.00961292306905742,-0.00487047309732351,-0.000617521808261724,0.00383752408498535,0.00650548276708244,0.0118150326162211,0.0164517812155356,0.021795931891692,0.0264961789957156,0.0320418489628965,0.0462913292838043,0.0643352216238375,0.0675202261974313,0.0751205906805127
"3",-0.075743188080521,-0.0718374345445319,-0.0591063998711755,-0.0433905441005236,-0.0290258376496811,-0.0235568411822534,-0.0191483188170464,-0.0153734536080583,-0.013148868493311,-0.00939333909436324,-0.00378717212646277,-0.000472506360079548,0.00401352733648838,0.00669014627171931,0.012670979276302,0.0166515368275402,0.0225058820836377,0.0276114983349732,0.0319032122731431,0.0458909249925591,0.0645371713694081,0.0679439507491599,0.0757785889374589
"4",-0.076343112614448,-0.0718995457393775,-0.0595161559960466,-0.0435935857397857,-0.029380182082862,-0.0234018140645639,-0.0191970550728156,-0.0151815963881387,-0.0131468594918316,-0.00928720760633744,-0.00362096461472932,0.000334928152477011,0.00466377939813911,0.00715978132550359,0.0140162815305417,0.0172967417961257,0.025246434978997,0.028561034534021,0.0324515185774644,0.0462752808760472,0.0658264220327976,0.0696000242279762,0.0779967602330877
"5",-0.076578852661259,-0.0719848052223763,-0.0598358469854278,-0.0436667753495989,-0.0294266372119063,-0.0224365534771,-0.0195172611756019,-0.0161595801962937,-0.0133292374952631,-0.00959164439930087,-0.00404464820387888,-0.000409421503827632,0.00411224955420797,0.00703698836396345,0.0134593810214434,0.017293168538473,0.023772415184879,0.0285889662591643,0.0324339389201445,0.0461379858317362,0.0659263952853297,0.0695937464088679,0.0778145418067254
"6",-0.0765774467908471,-0.0720866112047887,-0.0594747072544205,-0.0437383189923666,-0.0293907893107845,-0.0223095297081013,-0.0195150693498885,-0.0169816867148075,-0.0136312659504871,-0.00979205203509678,-0.00484982277398885,-0.000563541680269832,0.00401746013543074,0.0068032498574934,0.0129516735490774,0.0169515972666467,0.0231571993168795,0.0284506565761937,0.0322646051491301,0.0455167758151507,0.0656809517442798,0.0691847826530724,0.0770373888142776
"7",-0.0758041579629099,-0.0712832253542121,-0.0580577682985784,-0.0432485941676938,-0.0290685919369975,-0.0220044962304239,-0.0193033266407053,-0.0166494577209098,-0.0133146163355459,-0.00954527670567333,-0.00486953623367477,-0.0011853877306625,0.00396614250546946,0.0065491666549546,0.0121123346932871,0.0166963230299443,0.0227139944259811,0.0280949578726894,0.0319102966816617,0.0450572341196746,0.0649283559245403,0.0682814344362194,0.076089530890153
"8",-0.0751925835887309,-0.0706881145381524,-0.0575707525270743,-0.0428672831621576,-0.0286297980913149,-0.0216682938807507,-0.0188884316676604,-0.0162583722274157,-0.0130845618907515,-0.00932710658320108,-0.00475002851118767,-0.000549280257001661,0.00394443653318439,0.00665577354858226,0.0129908265461261,0.0168213539082199,0.02230772538767,0.0275338915222254,0.0315907442698062,0.0437036053225629,0.0642900012010808,0.0677697726420229,0.0755125866725429
"9",-0.0755506285667501,-0.0710846302632286,-0.0578628572006895,-0.0430933746220923,-0.0287246517250655,-0.0215464940732912,-0.0189801876139359,-0.0158574704311929,-0.013098538857816,-0.0092350872242413,-0.0045386202901443,-0.000407081139183283,0.0040912871187487,0.0069875423789653,0.0137769052363887,0.0171292758502093,0.0232895107550512,0.0275329835346974,0.0318065807839468,0.0427530997044855,0.0647523048331335,0.0683301825475978,0.0762039459775805
"10",-0.074407000985114,-0.0699184078397492,-0.0568860799878329,-0.0420498030527863,-0.0282549222796018,-0.0210201183943656,-0.0186383643716079,-0.0150218701485397,-0.0127993815202922,-0.00849136495967906,-0.00365339244469432,-0.000487321745528912,0.00396659632989345,0.00681674595083466,0.0135095246828459,0.0167009722784993,0.0226355145974374,0.027043253145298,0.0312616339690973,0.0417898056982403,0.0636058218230864,0.0671616375083866,0.0751434907014005
"11",-0.0734508576903901,-0.0689387249131687,-0.0560903003121528,-0.0406995042682531,-0.0279106228407989,-0.0207342143905562,-0.0183817187568126,-0.0141760537333136,-0.0126064723458954,-0.00896557090575193,-0.00453312778513602,-0.000665126226789609,0.00388704614369254,0.00654670283875848,0.0127329498280337,0.0164518820214066,0.0219799898420849,0.0266708116126229,0.0303067436346743,0.0409401389724774,0.0627001549648834,0.0661328224953119,0.0741416599602208
"12",-0.072678928292184,-0.0681089797898324,-0.055405438461078,-0.0395932294703134,-0.0272959804745896,-0.0204847150088435,-0.0176284578524673,-0.0140086240135012,-0.0124207730906679,-0.00903106136311794,-0.00451240280182275,-0.00174536781156173,0.00385786349920586,0.00651078236847451,0.011964277465892,0.016301735686756,0.0217733050461111,0.026423309127103,0.0294521140753567,0.0403518081169556,0.0620675007767165,0.0655672990523468,0.0736014576533419
"13",-0.0715164016523782,-0.0667423554436728,-0.0536767637450992,-0.0382053265771397,-0.0267853812540183,-0.0199893311006046,-0.0166720141894553,-0.0136749553783928,-0.0113557839929528,-0.00867487718940103,-0.00441235355555288,-0.00173027399558401,0.00355827454687216,0.00620506671694143,0.0113884492683039,0.0157014235681733,0.0209492462625478,0.0259138677341158,0.0289409938367512,0.0385517389736943,0.060900703130079,0.0643575920183364,0.0713962344878163
"14",-0.0711835397588738,-0.0664384168287867,-0.0521260425602809,-0.0375976713914423,-0.026635218264686,-0.0197610571311649,-0.0165848898008783,-0.0135726263791783,-0.0113108542337908,-0.00862781287212604,-0.00360170276719186,-0.00175671712597153,0.00369800289029345,0.00626520069224968,0.0121952938109874,0.0155535211181864,0.0205592264812575,0.0256966461686844,0.028703698298344,0.0364271854832203,0.0604462695607028,0.0638226745639326,0.0708128825156808
"15",-0.0702683547656215,-0.0654713553627873,-0.0509363610577296,-0.0370382099184128,-0.0260399102004542,-0.0195025629540152,-0.0163645337837334,-0.0133781298488299,-0.0111383136315383,-0.00796432250891059,-0.00334443970998377,-0.0006253359481703,0.00366967502708872,0.00637303140787345,0.011302309374346,0.0153420142352561,0.0201941356501461,0.0252414085041094,0.0283088351123125,0.0359998652870235,0.0596071471391788,0.0630087199721324,0.0699204280904209
